segment_id,frame,speed,date,DayInWeek
68859,20,30.484357180697689,2016-12-01,5
68859,21,2.7886422249930241,2016-12-01,5
68859,22,37.96506543840681,2016-12-01,5
68859,23,40.022168692220887,2016-12-01,5
68859,24,34.286478512958737,2016-12-01,5
68859,25,35.775217864714733,2016-12-01,5
68859,26,34.349343835168085,2016-12-01,5
68859,27,29.009877986098441,2016-12-01,5
68859,28,40.56003469862403,2016-12-01,5
68859,29,28.525421667293166,2016-12-01,5
68859,30,38.005972403475425,2016-12-01,5
68859,31,38.623227917945215,2016-12-01,5
68859,32,40.17872048677313,2016-12-01,5
68859,33,38.245705532502249,2016-12-01,5
68859,34,40.174406369813397,2016-12-01,5
68859,35,35.041050630828614,2016-12-01,5
68859,36,32.366606516226739,2016-12-01,5
68859,37,37.742000000000004,2016-12-01,5
68859,38,37.551623235482424,2016-12-01,5
68859,39,39.950000000000003,2016-12-01,5
68859,40,36.399081593403523,2016-12-01,5
68859,41,40.124470778402809,2016-12-01,5
68859,42,29.947442430994254,2016-12-01,5
68859,43,40.329897540767298,2016-12-01,5
68859,44,35.143249999999995,2016-12-01,5
68859,45,38.969520515257415,2016-12-01,5
68859,46,36.099606546863896,2016-12-01,5
68859,47,35.343311896069132,2016-12-01,5
68859,48,43.965128752962897,2016-12-01,5
68859,49,39.411098248466899,2016-12-01,5
68859,50,47.941130480786391,2016-12-01,5
68859,51,41.25,2016-12-01,5
68859,52,40.005541649584742,2016-12-01,5
68859,53,41.5,2016-12-01,5
68859,54,29.5,2016-12-01,5
68859,55,37.839839259048922,2016-12-01,5
68859,56,12.733766817505499,2016-12-01,5
68859,57,26.316444501866442,2016-12-01,5
68859,58,37.815209959087511,2016-12-01,5
68859,59,39.213536409580271,2016-12-01,5
68859,60,32.734502874530349,2016-12-01,5
68859,61,43.476929055552198,2016-12-01,5
68859,62,34.407972541835477,2016-12-01,5
68859,63,33.720561150870452,2016-12-01,5
68859,64,35.45818154609448,2016-12-01,5
68859,65,39.470679598378325,2016-12-01,5
68859,66,36.289502112341907,2016-12-01,5
68859,67,35.424334928791794,2016-12-01,5
68859,68,40.506565638531136,2016-12-01,5
68859,69,46.997065626804591,2016-12-01,5
68859,70,42.162584413177328,2016-12-01,5
68859,71,35.303732231686958,2016-12-01,5
68859,72,37.460628751554438,2016-12-01,5
68859,73,31.132289499491243,2016-12-01,5
68859,74,38.860344572251684,2016-12-01,5
68859,75,41.980631327140777,2016-12-01,5
68859,76,38.566970936557624,2016-12-01,5
68859,77,39.651866115843475,2016-12-01,5
68859,78,41.173698004741865,2016-12-01,5
68859,79,17.009145230099424,2016-12-01,5
68859,80,44.082397534281469,2016-12-01,5
68859,20,19.252313654230214,2016-12-03,7
68859,21,41.689928540473005,2016-12-03,7
68859,22,35.261504050635814,2016-12-03,7
68859,23,33.876800211793849,2016-12-03,7
68859,24,38.533470179380743,2016-12-03,7
68859,25,36.197394082799065,2016-12-03,7
68859,26,37.86115211085027,2016-12-03,7
68859,27,32.376246082777449,2016-12-03,7
68859,28,29.08278374794379,2016-12-03,7
68859,29,34.963485236070284,2016-12-03,7
68859,30,33.57360102509378,2016-12-03,7
68859,31,37.194418307592173,2016-12-03,7
68859,32,36.990509445240136,2016-12-03,7
68859,33,41.039215600044351,2016-12-03,7
68859,34,33.608119614085133,2016-12-03,7
68859,35,35.879290298129312,2016-12-03,7
68859,36,39.381555111121706,2016-12-03,7
68859,37,40.284879536621297,2016-12-03,7
68859,38,40.603369322316929,2016-12-03,7
68859,39,34.380000000000003,2016-12-03,7
68859,40,32.006166666666665,2016-12-03,7
68859,41,19.604126513253661,2016-12-03,7
68859,42,24.473171115528135,2016-12-03,7
68859,43,30.019781019544173,2016-12-03,7
68859,44,21.96772286710835,2016-12-03,7
68859,45,35.228961130466502,2016-12-03,7
68859,46,39.419779917543607,2016-12-03,7
68859,47,40.817850812657191,2016-12-03,7
68859,48,41.441031755169284,2016-12-03,7
68859,49,22.123901946146514,2016-12-03,7
68859,50,26.402045578436713,2016-12-03,7
68859,51,16.443975480303326,2016-12-03,7
68859,52,38.139890394783258,2016-12-03,7
68859,53,40.585215137051065,2016-12-03,7
68859,54,36.804676922956148,2016-12-03,7
68859,55,36.346392412684679,2016-12-03,7
68859,56,38.247695833807249,2016-12-03,7
68859,57,36.034036040094612,2016-12-03,7
68859,58,31.520779637274732,2016-12-03,7
68859,59,28.262142789816934,2016-12-03,7
68859,60,38.629968423943026,2016-12-03,7
68859,61,46.159481325715056,2016-12-03,7
68859,62,40.242141252962739,2016-12-03,7
68859,63,40.397756260041248,2016-12-03,7
68859,64,45.986000000000004,2016-12-03,7
68859,65,39.029419649103943,2016-12-03,7
68859,66,30.733331309978965,2016-12-03,7
68859,67,34.091571257076694,2016-12-03,7
68859,68,41.304929220879345,2016-12-03,7
68859,69,27.551222045046103,2016-12-03,7
68859,70,35.055555596801888,2016-12-03,7
68859,71,35.778710152228754,2016-12-03,7
68859,72,18.1077880859375,2016-12-03,7
68859,73,36.199474640753429,2016-12-03,7
68859,74,20.5,2016-12-03,7
68859,75,33.315729251265282,2016-12-03,7
68859,76,30.697933905958458,2016-12-03,7
68859,77,43.021000000000001,2016-12-03,7
68859,78,38.253383745365625,2016-12-03,7
68859,79,44,2016-12-03,7
68859,80,46.838841254880506,2016-12-03,7
68859,20,36.766443005579418,2016-12-04,1
68859,21,37.819110066811774,2016-12-04,1
68859,22,39.163997696579301,2016-12-04,1
68859,23,30.760454968478296,2016-12-04,1
68859,24,49.301344535444592,2016-12-04,1
68859,25,41.547925249856341,2016-12-04,1
68859,26,41.220930150110746,2016-12-04,1
68859,27,35.344071946953243,2016-12-04,1
68859,28,41.719993745872671,2016-12-04,1
68859,29,42.325255617307789,2016-12-04,1
68859,30,40.447574189625492,2016-12-04,1
68859,31,34.919418464449805,2016-12-04,1
68859,32,42.075111908865892,2016-12-04,1
68859,33,39.511615199864885,2016-12-04,1
68859,34,40.836184491375477,2016-12-04,1
68859,35,34.162644721419689,2016-12-04,1
68859,36,38.502721075441109,2016-12-04,1
68859,37,37.963619342894233,2016-12-04,1
68859,38,37.950304753092396,2016-12-04,1
68859,39,28.068631266689135,2016-12-04,1
68859,40,39.428009182463867,2016-12-04,1
68859,41,40.325154580402156,2016-12-04,1
68859,42,39.591710465641071,2016-12-04,1
68859,43,30.735428347879264,2016-12-04,1
68859,44,40.557910233896372,2016-12-04,1
68859,45,42.199716902579596,2016-12-04,1
68859,46,36.385963647330613,2016-12-04,1
68859,47,44.458041055262939,2016-12-04,1
68859,48,39.535641229752741,2016-12-04,1
68859,49,43.246768773245918,2016-12-04,1
68859,50,39.766841652257384,2016-12-04,1
68859,51,37.90935251210005,2016-12-04,1
68859,52,24.847405264237398,2016-12-04,1
68859,53,36.97363414191247,2016-12-04,1
68859,54,46.167293312904228,2016-12-04,1
68859,55,45.253618085132288,2016-12-04,1
68859,56,36.9785727779173,2016-12-04,1
68859,57,40.274999999999999,2016-12-04,1
68859,58,33.32690283114524,2016-12-04,1
68859,59,37.221680624438129,2016-12-04,1
68859,60,48.841838880694695,2016-12-04,1
68859,61,33.775401189011383,2016-12-04,1
68859,62,45.302862221097456,2016-12-04,1
68859,63,44.681375081404539,2016-12-04,1
68859,64,42.815441845108268,2016-12-04,1
68859,65,42.167175324915043,2016-12-04,1
68859,66,39.525433649877726,2016-12-04,1
68859,67,42.036857970956234,2016-12-04,1
68859,68,42.324193844223423,2016-12-04,1
68859,69,38.36904971066393,2016-12-04,1
68859,70,31.663299544172379,2016-12-04,1
68859,71,37.534237329962266,2016-12-04,1
68859,72,37.813569816958292,2016-12-04,1
68859,73,37.924895008098737,2016-12-04,1
68859,74,34.14444876714073,2016-12-04,1
68859,75,39.442487648248914,2016-12-04,1
68859,76,14.399653604763905,2016-12-04,1
68859,77,46.075493211722318,2016-12-04,1
68859,78,36.385582039841694,2016-12-04,1
68859,79,34.27912106430562,2016-12-04,1
68859,80,40.410253584011272,2016-12-04,1
68859,20,37.85956632781275,2016-12-05,2
68859,21,43.352401211859956,2016-12-05,2
68859,22,35.719065561251298,2016-12-05,2
68859,23,27.521269067809925,2016-12-05,2
68859,24,34.461578006677954,2016-12-05,2
68859,25,40.098073142504759,2016-12-05,2
68859,26,36.673591281852801,2016-12-05,2
68859,27,36.13062576832985,2016-12-05,2
68859,28,39.652848314034905,2016-12-05,2
68859,29,36.310252578236828,2016-12-05,2
68859,30,38.648211125949764,2016-12-05,2
68859,31,36.049123377223303,2016-12-05,2
68859,32,39.663473675366149,2016-12-05,2
68859,33,35.402009445535782,2016-12-05,2
68859,34,31,2016-12-05,2
68859,35,42.35274504148741,2016-12-05,2
68859,36,36.964409219553758,2016-12-05,2
68859,37,29.800940826665393,2016-12-05,2
68859,38,35.915734278030889,2016-12-05,2
68859,39,44.220184570768296,2016-12-05,2
68859,40,46.25,2016-12-05,2
68859,41,33.881194344596835,2016-12-05,2
68859,42,33.82413795140377,2016-12-05,2
68859,43,43.912833333333339,2016-12-05,2
68859,44,47.550000000000004,2016-12-05,2
68859,45,43.051369443419482,2016-12-05,2
68859,46,43,2016-12-05,2
68859,47,48.411223937767375,2016-12-05,2
68859,48,45.447868940176321,2016-12-05,2
68859,49,35.180150789585291,2016-12-05,2
68859,50,42.669473604519212,2016-12-05,2
68859,51,37.815687856528967,2016-12-05,2
68859,52,22.196050695912941,2016-12-05,2
68859,53,43.130499999999998,2016-12-05,2
68859,54,34.532167282482028,2016-12-05,2
68859,55,40.755533391210861,2016-12-05,2
68859,56,28.501887615639298,2016-12-05,2
68859,57,30.313326519348966,2016-12-05,2
68859,58,37.243456080758605,2016-12-05,2
68859,59,46.134059018244251,2016-12-05,2
68859,60,36.745090304122854,2016-12-05,2
68859,61,41.367747473086382,2016-12-05,2
68859,62,35.849085116104149,2016-12-05,2
68859,63,37.18558790187808,2016-12-05,2
68859,64,36.738475364509199,2016-12-05,2
68859,65,43.187314678058144,2016-12-05,2
68859,66,41.011367505460754,2016-12-05,2
68859,67,41.34493245311446,2016-12-05,2
68859,68,35.201895516657785,2016-12-05,2
68859,69,39.073896229488199,2016-12-05,2
68859,70,32.358722707214767,2016-12-05,2
68859,71,27.59555483899976,2016-12-05,2
68859,72,40.319333333333333,2016-12-05,2
68859,73,35.890530890191904,2016-12-05,2
68859,74,36.263475248898125,2016-12-05,2
68859,75,33.318333907222275,2016-12-05,2
68859,76,36.721078424567025,2016-12-05,2
68859,77,40.642909837839596,2016-12-05,2
68859,78,31.115985111381576,2016-12-05,2
68859,79,30.947236525731654,2016-12-05,2
68859,80,38.867678476488884,2016-12-05,2
68859,20,31.729077206438127,2016-12-06,3
68859,21,41.758802659613892,2016-12-06,3
68859,22,25.434346903960506,2016-12-06,3
68859,23,47.835552361451718,2016-12-06,3
68859,24,37.90818397505322,2016-12-06,3
68859,25,30.052916554627224,2016-12-06,3
68859,26,41.163637247653917,2016-12-06,3
68859,27,29.80044955196805,2016-12-06,3
68859,28,40.868035658533053,2016-12-06,3
68859,29,36.132635794426179,2016-12-06,3
68859,30,40.895972218294588,2016-12-06,3
68859,31,38.850000000000001,2016-12-06,3
68859,32,42.047717688631252,2016-12-06,3
68859,33,40.870758602139048,2016-12-06,3
68859,34,31.943451602042437,2016-12-06,3
68859,35,42.606496677518052,2016-12-06,3
68859,36,44.241223188559616,2016-12-06,3
68859,37,41.722917979060519,2016-12-06,3
68859,38,38.966250000000002,2016-12-06,3
68859,39,41.392070203313288,2016-12-06,3
68859,40,39.178204176160776,2016-12-06,3
68859,41,43.316708460034079,2016-12-06,3
68859,42,41.029520408700783,2016-12-06,3
68859,43,41.521066211174173,2016-12-06,3
68859,44,42.775946954551117,2016-12-06,3
68859,45,34.773762827301127,2016-12-06,3
68859,46,39.332061243528734,2016-12-06,3
68859,47,49.094902367977426,2016-12-06,3
